,gene_id,gene_name,Type
CC2D1B,ENSG00000154222,CC2D1B,Gene Expression
ENSG00000287078,ENSG00000287078,ENSG00000287078,Gene Expression
ORC1,ENSG00000085840,ORC1,Gene Expression
PRPF38A,ENSG00000134748,PRPF38A,Gene Expression
TUT4,ENSG00000134744,TUT4,Gene Expression
COA7,ENSG00000162377,COA7,Gene Expression
ZYG11B,ENSG00000162378,ZYG11B,Gene Expression
ZYG11A,ENSG00000203995,ZYG11A,Gene Expression
SCP2,ENSG00000116171,SCP2,Gene Expression
CPT2,ENSG00000157184,CPT2,Gene Expression
CZIB,ENSG00000162384,CZIB,Gene Expression
MAGOH,ENSG00000162385,MAGOH,Gene Expression
LRP8,ENSG00000157193,LRP8,Gene Expression
NDC1,ENSG00000058804,NDC1,Gene Expression
YIPF1,ENSG00000058799,YIPF1,Gene Expression
IFT25,ENSG00000081870,IFT25,Gene Expression
LRRC42,ENSG00000116212,LRRC42,Gene Expression
TMEM59,ENSG00000116209,TMEM59,Gene Expression
TCEANC2,ENSG00000116205,TCEANC2,Gene Expression
CYB5RL,ENSG00000215883,CYB5RL,Gene Expression
MRPL37,ENSG00000116221,MRPL37,Gene Expression
SSBP3,ENSG00000157216,SSBP3,Gene Expression
TTC4,ENSG00000243725,TTC4,Gene Expression
PARS2,ENSG00000162396,PARS2,Gene Expression
DHCR24,ENSG00000116133,DHCR24,Gene Expression
ENSG00000242396,ENSG00000242396,ENSG00000242396,Gene Expression
USP24,ENSG00000162402,USP24,Gene Expression
PLPP3,ENSG00000162407,PLPP3,Gene Expression
OMA1,ENSG00000162600,OMA1,Gene Expression
MYSM1,ENSG00000162601,MYSM1,Gene Expression
JUN,ENSG00000177606,JUN,Gene Expression
LINC01135,ENSG00000234807,LINC01135,Gene Expression
LINC02777,ENSG00000232453,LINC02777,Gene Expression
FGGY,ENSG00000172456,FGGY,Gene Expression
LINC01748,ENSG00000226476,LINC01748,Gene Expression
NFIA,ENSG00000162599,NFIA,Gene Expression
NFIA-AS2,ENSG00000237928,NFIA-AS2,Gene Expression
TM2D1,ENSG00000162604,TM2D1,Gene Expression
USP1,ENSG00000162607,USP1,Gene Expression
DOCK7,ENSG00000116641,DOCK7,Gene Expression
ATG4C,ENSG00000125703,ATG4C,Gene Expression
FOXD3-AS1,ENSG00000230798,FOXD3-AS1,Gene Expression
ALG6,ENSG00000088035,ALG6,Gene Expression
ITGB3BP,ENSG00000142856,ITGB3BP,Gene Expression
EFCAB7,ENSG00000203965,EFCAB7,Gene Expression
RAVER2,ENSG00000162437,RAVER2,Gene Expression
JAK1,ENSG00000162434,JAK1,Gene Expression
AK4,ENSG00000162433,AK4,Gene Expression
DNAJC6,ENSG00000116675,DNAJC6,Gene Expression
ENSG00000229294,ENSG00000229294,ENSG00000229294,Gene Expression
ENSG00000290094,ENSG00000290094,ENSG00000290094,Gene Expression
LEPROT,ENSG00000213625,LEPROT,Gene Expression
LEPR,ENSG00000116678,LEPR,Gene Expression
SGIP1,ENSG00000118473,SGIP1,Gene Expression
DNAI4,ENSG00000152763,DNAI4,Gene Expression
MIER1,ENSG00000198160,MIER1,Gene Expression
SLC35D1,ENSG00000116704,SLC35D1,Gene Expression
IL23R,ENSG00000162594,IL23R,Gene Expression
IL12RB2,ENSG00000081985,IL12RB2,Gene Expression
SERBP1,ENSG00000142864,SERBP1,Gene Expression
GADD45A,ENSG00000116717,GADD45A,Gene Expression
GNG12,ENSG00000172380,GNG12,Gene Expression
DIRAS3,ENSG00000162595,DIRAS3,Gene Expression
DEPDC1,ENSG00000024526,DEPDC1,Gene Expression
DEPDC1-AS1,ENSG00000234264,DEPDC1-AS1,Gene Expression
ENSG00000287453,ENSG00000287453,ENSG00000287453,Gene Expression
LRRC7,ENSG00000033122,LRRC7,Gene Expression
LRRC40,ENSG00000066557,LRRC40,Gene Expression
SRSF11,ENSG00000116754,SRSF11,Gene Expression
ANKRD13C,ENSG00000118454,ANKRD13C,Gene Expression
HHLA3,ENSG00000197568,HHLA3,Gene Expression
CTH,ENSG00000116761,CTH,Gene Expression
PTGER3,ENSG00000050628,PTGER3,Gene Expression
ENSG00000235782,ENSG00000235782,ENSG00000235782,Gene Expression
ZRANB2,ENSG00000132485,ZRANB2,Gene Expression
ZRANB2-DT,ENSG00000229956,ZRANB2-DT,Gene Expression
LRRIQ3,ENSG00000162620,LRRIQ3,Gene Expression
FPGT,ENSG00000254685,FPGT,Gene Expression
CRYZ,ENSG00000116791,CRYZ,Gene Expression
TYW3,ENSG00000162623,TYW3,Gene Expression
SLC44A5,ENSG00000137968,SLC44A5,Gene Expression
ACADM,ENSG00000117054,ACADM,Gene Expression
RABGGTB,ENSG00000137955,RABGGTB,Gene Expression
PIGK,ENSG00000142892,PIGK,Gene Expression
ZZZ3,ENSG00000036549,ZZZ3,Gene Expression
USP33,ENSG00000077254,USP33,Gene Expression
MIGA1,ENSG00000180488,MIGA1,Gene Expression
NEXN,ENSG00000162614,NEXN,Gene Expression
FUBP1,ENSG00000162613,FUBP1,Gene Expression
DNAJB4,ENSG00000162616,DNAJB4,Gene Expression
ENSG00000233290,ENSG00000233290,ENSG00000233290,Gene Expression
TTLL7,ENSG00000137941,TTLL7,Gene Expression
PRKACB-DT,ENSG00000271576,PRKACB-DT,Gene Expression
PRKACB,ENSG00000142875,PRKACB,Gene Expression
RPF1,ENSG00000117133,RPF1,Gene Expression
GNG5,ENSG00000174021,GNG5,Gene Expression
SPATA1,ENSG00000122432,SPATA1,Gene Expression
CTBS,ENSG00000117151,CTBS,Gene Expression
ENSG00000284882,ENSG00000284882,ENSG00000284882,Gene Expression
ENSG00000289881,ENSG00000289881,ENSG00000289881,Gene Expression
SSX2IP,ENSG00000117155,SSX2IP,Gene Expression
SYDE2,ENSG00000097096,SYDE2,Gene Expression
C1orf52,ENSG00000162642,C1orf52,Gene Expression
BCL10,ENSG00000142867,BCL10,Gene Expression
BCL10-AS1,ENSG00000223653,BCL10-AS1,Gene Expression
CCN1,ENSG00000142871,CCN1,Gene Expression
ZNHIT6,ENSG00000117174,ZNHIT6,Gene Expression
ODF2L,ENSG00000122417,ODF2L,Gene Expression
CLCA4-AS1,ENSG00000236915,CLCA4-AS1,Gene Expression
SH3GLB1,ENSG00000097033,SH3GLB1,Gene Expression
SELENOF,ENSG00000183291,SELENOF,Gene Expression
HS2ST1,ENSG00000153936,HS2ST1,Gene Expression
LMO4,ENSG00000143013,LMO4,Gene Expression
PKN2-AS1,ENSG00000237505,PKN2-AS1,Gene Expression
PKN2,ENSG00000065243,PKN2,Gene Expression
GTF2B,ENSG00000137947,GTF2B,Gene Expression
KYAT3,ENSG00000137944,KYAT3,Gene Expression
RBMXL1,ENSG00000213516,RBMXL1,Gene Expression
GBP2,ENSG00000162645,GBP2,Gene Expression
GBP4,ENSG00000162654,GBP4,Gene Expression
GBP5,ENSG00000154451,GBP5,Gene Expression
ENSG00000286548,ENSG00000286548,ENSG00000286548,Gene Expression
LRRC8B,ENSG00000197147,LRRC8B,Gene Expression
LRRC8C-DT,ENSG00000231999,LRRC8C-DT,Gene Expression
LRRC8C,ENSG00000171488,LRRC8C,Gene Expression
LRRC8D,ENSG00000171492,LRRC8D,Gene Expression
ZNF326,ENSG00000162664,ZNF326,Gene Expression
LINC02609,ENSG00000233593,LINC02609,Gene Expression
ENSG00000272094,ENSG00000272094,ENSG00000272094,Gene Expression
ZNF644,ENSG00000122482,ZNF644,Gene Expression
HFM1,ENSG00000162669,HFM1,Gene Expression
CDC7,ENSG00000097046,CDC7,Gene Expression
TGFBR3,ENSG00000069702,TGFBR3,Gene Expression
BTBD8,ENSG00000189195,BTBD8,Gene Expression
GLMN,ENSG00000174842,GLMN,Gene Expression
RPAP2,ENSG00000122484,RPAP2,Gene Expression
EVI5,ENSG00000067208,EVI5,Gene Expression
RPL5,ENSG00000122406,RPL5,Gene Expression
DIPK1A,ENSG00000154511,DIPK1A,Gene Expression
MTF2,ENSG00000143033,MTF2,Gene Expression
TMED5,ENSG00000117500,TMED5,Gene Expression
CCDC18,ENSG00000122483,CCDC18,Gene Expression
CCDC18-AS1,ENSG00000223745,CCDC18-AS1,Gene Expression
DR1,ENSG00000117505,DR1,Gene Expression
FNBP1L,ENSG00000137942,FNBP1L,Gene Expression
BCAR3,ENSG00000137936,BCAR3,Gene Expression
DNTTIP2,ENSG00000067334,DNTTIP2,Gene Expression
GCLM,ENSG00000023909,GCLM,Gene Expression
ABCD3,ENSG00000117528,ABCD3,Gene Expression
ALG14,ENSG00000172339,ALG14,Gene Expression
TLCD4,ENSG00000152078,TLCD4,Gene Expression
RWDD3-DT,ENSG00000226026,RWDD3-DT,Gene Expression
RWDD3,ENSG00000122481,RWDD3,Gene Expression
PTBP2,ENSG00000117569,PTBP2,Gene Expression
PALMD,ENSG00000099260,PALMD,Gene Expression
FRRS1,ENSG00000156869,FRRS1,Gene Expression
AGL,ENSG00000162688,AGL,Gene Expression
ENSG00000228084,ENSG00000228084,ENSG00000228084,Gene Expression
SLC35A3,ENSG00000117620,SLC35A3,Gene Expression
ENSG00000288826,ENSG00000288826,ENSG00000288826,Gene Expression
MFSD14A,ENSG00000156875,MFSD14A,Gene Expression
SASS6,ENSG00000156876,SASS6,Gene Expression
TRMT13,ENSG00000122435,TRMT13,Gene Expression
LRRC39,ENSG00000122477,LRRC39,Gene Expression
DBT,ENSG00000137992,DBT,Gene Expression
RTCA-AS1,ENSG00000224616,RTCA-AS1,Gene Expression
RTCA,ENSG00000137996,RTCA,Gene Expression
CDC14A,ENSG00000079335,CDC14A,Gene Expression
EXTL2,ENSG00000162694,EXTL2,Gene Expression
ENSG00000273204,ENSG00000273204,ENSG00000273204,Gene Expression
SLC30A7,ENSG00000162695,SLC30A7,Gene Expression
DPH5,ENSG00000117543,DPH5,Gene Expression
DPH5-DT,ENSG00000233184,DPH5-DT,Gene Expression
S1PR1,ENSG00000170989,S1PR1,Gene Expression
RNPC3,ENSG00000185946,RNPC3,Gene Expression
PRMT6,ENSG00000198890,PRMT6,Gene Expression
SLC25A24,ENSG00000085491,SLC25A24,Gene Expression
ENSG00000260879,ENSG00000260879,ENSG00000260879,Gene Expression
ENSG00000290547,ENSG00000290547,ENSG00000290547,Gene Expression
EEIG2,ENSG00000162636,EEIG2,Gene Expression
ENSG00000290126,ENSG00000290126,ENSG00000290126,Gene Expression
PRPF38B,ENSG00000134186,PRPF38B,Gene Expression
STXBP3,ENSG00000116266,STXBP3,Gene Expression
GPSM2,ENSG00000121957,GPSM2,Gene Expression
CLCC1,ENSG00000121940,CLCC1,Gene Expression
WDR47,ENSG00000085433,WDR47,Gene Expression
TAF13,ENSG00000197780,TAF13,Gene Expression
TMEM167B-DT,ENSG00000273382,TMEM167B-DT,Gene Expression
TMEM167B,ENSG00000215717,TMEM167B,Gene Expression
ELAPOR1,ENSG00000116299,ELAPOR1,Gene Expression
SARS1,ENSG00000031698,SARS1,Gene Expression
CELSR2,ENSG00000143126,CELSR2,Gene Expression
PSRC1,ENSG00000134222,PSRC1,Gene Expression
MYBPHL,ENSG00000221986,MYBPHL,Gene Expression
SORT1,ENSG00000134243,SORT1,Gene Expression
PSMA5,ENSG00000143106,PSMA5,Gene Expression
ATXN7L2,ENSG00000162650,ATXN7L2,Gene Expression
CYB561D1,ENSG00000174151,CYB561D1,Gene Expression
ENSG00000290117,ENSG00000290117,ENSG00000290117,Gene Expression
GNAI3,ENSG00000065135,GNAI3,Gene Expression
AMPD2,ENSG00000116337,AMPD2,Gene Expression
GSTM4,ENSG00000168765,GSTM4,Gene Expression
GSTM2,ENSG00000213366,GSTM2,Gene Expression
GSTM3,ENSG00000134202,GSTM3,Gene Expression
CSF1,ENSG00000184371,CSF1,Gene Expression
AHCYL1,ENSG00000168710,AHCYL1,Gene Expression
STRIP1,ENSG00000143093,STRIP1,Gene Expression
RBM15-AS1,ENSG00000227963,RBM15-AS1,Gene Expression
RBM15,ENSG00000162775,RBM15,Gene Expression
LAMTOR5-AS1,ENSG00000224699,LAMTOR5-AS1,Gene Expression
SLC16A4-AS1,ENSG00000273373,SLC16A4-AS1,Gene Expression
LAMTOR5,ENSG00000134248,LAMTOR5,Gene Expression
PROK1,ENSG00000143125,PROK1,Gene Expression
CD53,ENSG00000143119,CD53,Gene Expression
ENSG00000232811,ENSG00000232811,ENSG00000232811,Gene Expression
LRIF1,ENSG00000121931,LRIF1,Gene Expression
ENSG00000273010,ENSG00000273010,ENSG00000273010,Gene Expression
DRAM2,ENSG00000156171,DRAM2,Gene Expression
CEPT1,ENSG00000134255,CEPT1,Gene Expression
CHI3L2,ENSG00000064886,CHI3L2,Gene Expression
WDR77,ENSG00000116455,WDR77,Gene Expression
ATP5PB,ENSG00000116459,ATP5PB,Gene Expression
RAP1A,ENSG00000116473,RAP1A,Gene Expression
INKA2,ENSG00000197852,INKA2,Gene Expression
DDX20,ENSG00000064703,DDX20,Gene Expression
CTTNBP2NL,ENSG00000143079,CTTNBP2NL,Gene Expression
ST7L,ENSG00000007341,ST7L,Gene Expression
CAPZA1,ENSG00000116489,CAPZA1,Gene Expression
MOV10,ENSG00000155363,MOV10,Gene Expression
RHOC,ENSG00000155366,RHOC,Gene Expression
PPM1J,ENSG00000155367,PPM1J,Gene Expression
SLC16A1,ENSG00000155380,SLC16A1,Gene Expression
SLC16A1-AS1,ENSG00000226419,SLC16A1-AS1,Gene Expression
LRIG2-DT,ENSG00000238198,LRIG2-DT,Gene Expression
LRIG2,ENSG00000198799,LRIG2,Gene Expression
MAGI3,ENSG00000081026,MAGI3,Gene Expression
PHTF1,ENSG00000116793,PHTF1,Gene Expression
RSBN1,ENSG00000081019,RSBN1,Gene Expression
PTPN22,ENSG00000134242,PTPN22,Gene Expression
AP4B1,ENSG00000134262,AP4B1,Gene Expression
DCLRE1B,ENSG00000118655,DCLRE1B,Gene Expression
HIPK1-AS1,ENSG00000235527,HIPK1-AS1,Gene Expression
HIPK1,ENSG00000163349,HIPK1,Gene Expression
TRIM33,ENSG00000197323,TRIM33,Gene Expression
BCAS2,ENSG00000116752,BCAS2,Gene Expression
NRAS,ENSG00000213281,NRAS,Gene Expression
CSDE1,ENSG00000009307,CSDE1,Gene Expression
SIKE1,ENSG00000052723,SIKE1,Gene Expression
VANGL1,ENSG00000173218,VANGL1,Gene Expression
SLC22A15,ENSG00000163393,SLC22A15,Gene Expression
ATP1A1,ENSG00000163399,ATP1A1,Gene Expression
ATP1A1-AS1,ENSG00000203865,ATP1A1-AS1,Gene Expression
CD58,ENSG00000116815,CD58,Gene Expression
IGSF3,ENSG00000143061,IGSF3,Gene Expression
PTGFRN,ENSG00000134247,PTGFRN,Gene Expression
TTF2,ENSG00000116830,TTF2,Gene Expression
MAN1A2,ENSG00000198162,MAN1A2,Gene Expression
TENT5C,ENSG00000183508,TENT5C,Gene Expression
GDAP2,ENSG00000196505,GDAP2,Gene Expression
WDR3,ENSG00000065183,WDR3,Gene Expression
TBX15,ENSG00000092607,TBX15,Gene Expression
WARS2,ENSG00000116874,WARS2,Gene Expression
WARS2-AS1,ENSG00000231365,WARS2-AS1,Gene Expression
ZNF697,ENSG00000143067,ZNF697,Gene Expression
PHGDH,ENSG00000092621,PHGDH,Gene Expression
SEC22B,ENSG00000265808,SEC22B,Gene Expression
ENSG00000290569,ENSG00000290569,ENSG00000290569,Gene Expression
NBPF8,ENSG00000270231,NBPF8,Gene Expression
ENSG00000287979,ENSG00000287979,ENSG00000287979,Gene Expression
LINC00623,ENSG00000226067,LINC00623,Gene Expression
FAM72B,ENSG00000188610,FAM72B,Gene Expression
SRGAP2C,ENSG00000171943,SRGAP2C,Gene Expression
LINC02798,ENSG00000227082,LINC02798,Gene Expression
EMBP1,ENSG00000291141,EMBP1,Gene Expression
ENSG00000289318,ENSG00000289318,ENSG00000289318,Gene Expression
NBPF15,ENSG00000266338,NBPF15,Gene Expression
SRGAP2B,ENSG00000196369,SRGAP2B,Gene Expression
LINC01145,ENSG00000290867,LINC01145,Gene Expression
ENSG00000276216,ENSG00000276216,ENSG00000276216,Gene Expression
NBPF20,ENSG00000162825,NBPF20,Gene Expression
GPR89A,ENSG00000117262,GPR89A,Gene Expression
RNF115,ENSG00000265491,RNF115,Gene Expression
POLR3C,ENSG00000186141,POLR3C,Gene Expression
NUDT17,ENSG00000186364,NUDT17,Gene Expression
PIAS3,ENSG00000131788,PIAS3,Gene Expression
PEX11B,ENSG00000131779,PEX11B,Gene Expression
RBM8A,ENSG00000265241,RBM8A,Gene Expression
LIX1L-AS1,ENSG00000234222,LIX1L-AS1,Gene Expression
LIX1L,ENSG00000271601,LIX1L,Gene Expression
ANKRD34A,ENSG00000272031,ANKRD34A,Gene Expression
POLR3GL,ENSG00000121851,POLR3GL,Gene Expression
TXNIP,ENSG00000265972,TXNIP,Gene Expression
HJV,ENSG00000168509,HJV,Gene Expression
ENSG00000287190,ENSG00000287190,ENSG00000287190,Gene Expression
LINC01719,ENSG00000233396,LINC01719,Gene Expression
NBPF10,ENSG00000271425,NBPF10,Gene Expression
NOTCH2NLA,ENSG00000264343,NOTCH2NLA,Gene Expression
ENSG00000287978,ENSG00000287978,ENSG00000287978,Gene Expression
NBPF12,ENSG00000268043,NBPF12,Gene Expression
PRKAB2,ENSG00000131791,PRKAB2,Gene Expression
ENSG00000237188,ENSG00000237188,ENSG00000237188,Gene Expression
FMO5,ENSG00000131781,FMO5,Gene Expression
CHD1L,ENSG00000131778,CHD1L,Gene Expression
LINC00624,ENSG00000278811,LINC00624,Gene Expression
BCL9,ENSG00000116128,BCL9,Gene Expression
GPR89B,ENSG00000188092,GPR89B,Gene Expression
NBPF11,ENSG00000263956,NBPF11,Gene Expression
LINC02805,ENSG00000232265,LINC02805,Gene Expression
LINC01138,ENSG00000274020,LINC01138,Gene Expression
ENSG00000291232,ENSG00000291232,ENSG00000291232,Gene Expression
NBPF14,ENSG00000270629,NBPF14,Gene Expression
PDE4DIP,ENSG00000178104,PDE4DIP,Gene Expression
NBPF9,ENSG00000269713,NBPF9,Gene Expression
ENSG00000274265,ENSG00000274265,ENSG00000274265,Gene Expression
ENSG00000289614,ENSG00000289614,ENSG00000289614,Gene Expression
ENSG00000291233,ENSG00000291233,ENSG00000291233,Gene Expression
LINC00869,ENSG00000291158,LINC00869,Gene Expression
H2BC18,ENSG00000203814,H2BC18,Gene Expression
H3C13,ENSG00000183598,H3C13,Gene Expression
ENSG00000290791,ENSG00000290791,ENSG00000290791,Gene Expression
ENSG00000290792,ENSG00000290792,ENSG00000290792,Gene Expression
ENSG00000264207,ENSG00000264207,ENSG00000264207,Gene Expression
H2BC21,ENSG00000184678,H2BC21,Gene Expression
H2AC20,ENSG00000184260,H2AC20,Gene Expression
H2AC21,ENSG00000184270,H2AC21,Gene Expression
SF3B4,ENSG00000143368,SF3B4,Gene Expression
OTUD7B,ENSG00000264522,OTUD7B,Gene Expression
ENSG00000285184,ENSG00000285184,ENSG00000285184,Gene Expression
VPS45,ENSG00000136631,VPS45,Gene Expression
PLEKHO1,ENSG00000023902,PLEKHO1,Gene Expression
ANP32E,ENSG00000143401,ANP32E,Gene Expression
APH1A,ENSG00000117362,APH1A,Gene Expression
C1orf54,ENSG00000118292,C1orf54,Gene Expression
MRPS21,ENSG00000266472,MRPS21,Gene Expression
PRPF3,ENSG00000117360,PRPF3,Gene Expression
RPRD2,ENSG00000163125,RPRD2,Gene Expression
TARS2,ENSG00000143374,TARS2,Gene Expression
ECM1,ENSG00000143369,ECM1,Gene Expression
ADAMTSL4,ENSG00000143382,ADAMTSL4,Gene Expression
MCL1,ENSG00000143384,MCL1,Gene Expression
ENSA,ENSG00000143420,ENSA,Gene Expression
ENSG00000288880,ENSG00000288880,ENSG00000288880,Gene Expression
GOLPH3L,ENSG00000143457,GOLPH3L,Gene Expression
CTSS,ENSG00000163131,CTSS,Gene Expression
ARNT,ENSG00000143437,ARNT,Gene Expression
SETDB1,ENSG00000143379,SETDB1,Gene Expression
CERS2,ENSG00000143418,CERS2,Gene Expression
ANXA9,ENSG00000143412,ANXA9,Gene Expression
MINDY1,ENSG00000143409,MINDY1,Gene Expression
PRUNE1,ENSG00000143363,PRUNE1,Gene Expression
C1orf56,ENSG00000143443,C1orf56,Gene Expression
CDC42SE1,ENSG00000197622,CDC42SE1,Gene Expression
MLLT11,ENSG00000213190,MLLT11,Gene Expression
GABPB2,ENSG00000143458,GABPB2,Gene Expression
SCNM1,ENSG00000163156,SCNM1,Gene Expression
LYSMD1,ENSG00000163155,LYSMD1,Gene Expression
VPS72,ENSG00000163159,VPS72,Gene Expression
PIP5K1A,ENSG00000143398,PIP5K1A,Gene Expression
PSMD4,ENSG00000159352,PSMD4,Gene Expression
ZNF687-AS1,ENSG00000232671,ZNF687-AS1,Gene Expression
ZNF687,ENSG00000143373,ZNF687,Gene Expression
PI4KB,ENSG00000143393,PI4KB,Gene Expression
RFX5,ENSG00000143390,RFX5,Gene Expression
RFX5-AS1,ENSG00000237976,RFX5-AS1,Gene Expression
SELENBP1,ENSG00000143416,SELENBP1,Gene Expression
PSMB4,ENSG00000159377,PSMB4,Gene Expression
POGZ,ENSG00000143442,POGZ,Gene Expression
TUFT1,ENSG00000143367,TUFT1,Gene Expression
SNX27,ENSG00000143376,SNX27,Gene Expression
MRPL9,ENSG00000143436,MRPL9,Gene Expression
OAZ3,ENSG00000143450,OAZ3,Gene Expression
TDRKH,ENSG00000182134,TDRKH,Gene Expression
TDRKH-AS1,ENSG00000203288,TDRKH-AS1,Gene Expression
THEM4,ENSG00000159445,THEM4,Gene Expression
S100A10,ENSG00000197747,S100A10,Gene Expression
S100A11,ENSG00000163191,S100A11,Gene Expression
SPRR2D,ENSG00000163216,SPRR2D,Gene Expression
PRR9,ENSG00000203783,PRR9,Gene Expression
PGLYRP4,ENSG00000163218,PGLYRP4,Gene Expression
S100A6,ENSG00000197956,S100A6,Gene Expression
S100A5,ENSG00000196420,S100A5,Gene Expression
S100A4,ENSG00000196154,S100A4,Gene Expression
S100A16,ENSG00000188643,S100A16,Gene Expression
S100A13,ENSG00000189171,S100A13,Gene Expression
S100A1,ENSG00000160678,S100A1,Gene Expression
ENSG00000272030,ENSG00000272030,ENSG00000272030,Gene Expression
CHTOP,ENSG00000160679,CHTOP,Gene Expression
SNAPIN,ENSG00000143553,SNAPIN,Gene Expression
ILF2,ENSG00000143621,ILF2,Gene Expression
INTS3,ENSG00000143624,INTS3,Gene Expression
SLC27A3,ENSG00000143554,SLC27A3,Gene Expression
GATAD2B,ENSG00000143614,GATAD2B,Gene Expression
DENND4B,ENSG00000198837,DENND4B,Gene Expression
CRTC2,ENSG00000160741,CRTC2,Gene Expression
SLC39A1,ENSG00000143570,SLC39A1,Gene Expression
CREB3L4,ENSG00000143578,CREB3L4,Gene Expression
JTB,ENSG00000143543,JTB,Gene Expression
JTB-DT,ENSG00000272654,JTB-DT,Gene Expression
RAB13,ENSG00000143545,RAB13,Gene Expression
RPS27,ENSG00000177954,RPS27,Gene Expression
TPM3,ENSG00000143549,TPM3,Gene Expression
C1orf43,ENSG00000143612,C1orf43,Gene Expression
UBAP2L,ENSG00000143569,UBAP2L,Gene Expression
HAX1,ENSG00000143575,HAX1,Gene Expression
AQP10,ENSG00000143595,AQP10,Gene Expression
ATP8B2,ENSG00000143515,ATP8B2,Gene Expression
IL6R,ENSG00000160712,IL6R,Gene Expression
UBE2Q1,ENSG00000160714,UBE2Q1,Gene Expression
ADAR,ENSG00000160710,ADAR,Gene Expression
ENSG00000287064,ENSG00000287064,ENSG00000287064,Gene Expression
PMVK,ENSG00000163344,PMVK,Gene Expression
PBXIP1,ENSG00000163346,PBXIP1,Gene Expression
PYGO2,ENSG00000163348,PYGO2,Gene Expression
ENSG00000271380,ENSG00000271380,ENSG00000271380,Gene Expression
SHC1,ENSG00000160691,SHC1,Gene Expression
CKS1B,ENSG00000173207,CKS1B,Gene Expression
FLAD1,ENSG00000160688,FLAD1,Gene Expression
ZBTB7B,ENSG00000160685,ZBTB7B,Gene Expression
ADAM15,ENSG00000143537,ADAM15,Gene Expression
EFNA4,ENSG00000243364,EFNA4,Gene Expression
EFNA3,ENSG00000143590,EFNA3,Gene Expression
EFNA1,ENSG00000169242,EFNA1,Gene Expression
SLC50A1,ENSG00000169241,SLC50A1,Gene Expression
DPM3,ENSG00000179085,DPM3,Gene Expression
KRTCAP2,ENSG00000163463,KRTCAP2,Gene Expression
MTX1,ENSG00000173171,MTX1,Gene Expression
GBAP1,ENSG00000291137,GBAP1,Gene Expression
GBA1,ENSG00000177628,GBA1,Gene Expression
ENTREP3,ENSG00000160767,ENTREP3,Gene Expression
SCAMP3,ENSG00000116521,SCAMP3,Gene Expression
CLK2,ENSG00000176444,CLK2,Gene Expression
HCN3,ENSG00000143630,HCN3,Gene Expression
PKLR,ENSG00000143627,PKLR,Gene Expression
FDPS,ENSG00000160752,FDPS,Gene Expression
RUSC1-AS1,ENSG00000225855,RUSC1-AS1,Gene Expression
RUSC1,ENSG00000160753,RUSC1,Gene Expression
ASH1L,ENSG00000116539,ASH1L,Gene Expression
ASH1L-AS1,ENSG00000235919,ASH1L-AS1,Gene Expression
MSTO1,ENSG00000125459,MSTO1,Gene Expression
ENSG00000287839,ENSG00000287839,ENSG00000287839,Gene Expression
YY1AP1,ENSG00000163374,YY1AP1,Gene Expression
DAP3,ENSG00000132676,DAP3,Gene Expression
GON4L,ENSG00000116580,GON4L,Gene Expression
RIT1,ENSG00000143622,RIT1,Gene Expression
KHDC4,ENSG00000132680,KHDC4,Gene Expression
ARHGEF2,ENSG00000116584,ARHGEF2,Gene Expression
ARHGEF2-AS2,ENSG00000273002,ARHGEF2-AS2,Gene Expression
SSR2,ENSG00000163479,SSR2,Gene Expression
UBQLN4,ENSG00000160803,UBQLN4,Gene Expression
LAMTOR2,ENSG00000116586,LAMTOR2,Gene Expression
LMNA,ENSG00000160789,LMNA,Gene Expression
SLC25A44,ENSG00000160785,SLC25A44,Gene Expression
PMF1,ENSG00000160783,PMF1,Gene Expression
SMG5,ENSG00000198952,SMG5,Gene Expression
TMEM79,ENSG00000163472,TMEM79,Gene Expression
GLMP,ENSG00000198715,GLMP,Gene Expression
CCT3,ENSG00000163468,CCT3,Gene Expression
TSACC,ENSG00000163467,TSACC,Gene Expression
MIR9-1HG,ENSG00000125462,MIR9-1HG,Gene Expression
MEF2D,ENSG00000116604,MEF2D,Gene Expression
IQGAP3,ENSG00000183856,IQGAP3,Gene Expression
NAXE,ENSG00000163382,NAXE,Gene Expression
GPATCH4,ENSG00000160818,GPATCH4,Gene Expression
ENSG00000272971,ENSG00000272971,ENSG00000272971,Gene Expression
HAPLN2,ENSG00000132702,HAPLN2,Gene Expression
BCAN-AS1,ENSG00000272068,BCAN-AS1,Gene Expression
BCAN,ENSG00000132692,BCAN,Gene Expression
ENSG00000272405,ENSG00000272405,ENSG00000272405,Gene Expression
BCAN-AS2,ENSG00000229953,BCAN-AS2,Gene Expression
NES,ENSG00000132688,NES,Gene Expression
ISG20L2,ENSG00000143319,ISG20L2,Gene Expression
METTL25B,ENSG00000143303,METTL25B,Gene Expression
MRPL24,ENSG00000143314,MRPL24,Gene Expression
HDGF,ENSG00000143321,HDGF,Gene Expression
